pdf,page,issue_type,severity,details,bbox_points_x0_y0_x1_y1,bbox_inches_x0_y0_x1_y1,link_or_target,visible_text_in_link_rect
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,107.41,578.73,144.99","0.500,1.492,8.038,2.014",,A.1 Biomedical Research Integrity (BRI) series. Format: The first course is the Biomedical Research Integrity (BRI) series offered by the Department of Bioethics and Humanities at the University of Washington.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,150.35,579.21,200.59","0.500,2.088,8.045,2.786",,"Subject Matter: This series consists of lectures by invited speakers from the fields of science and ethics, together with discussion sessions based on case studies. The BRI series covers major topics in the responsible conduct of research, including conflict of interest, peer review, data managemen…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,205.95,579.22,230.88","0.500,2.860,8.045,3.207",,"Faculty participation: The BRI series is led by Dr. S. Malia Fullerton, Director of the Biomedical Research Integrity Program, with participation from faculty in bioethics, medicine, and related fields."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,236.24,578.85,261.18","0.500,3.281,8.040,3.628",,"Duration of instruction: BRI provides nine hours of training, including six one-hour lectures and three one-hour discussion sessions led by faculty members."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,289.19,579.22,326.78","0.500,4.017,8.045,4.539",,"A.2 Ethics in Biomedical Research (GENOME 580). Format: In addition to the BRI series, I will complete GENOME 580, “Ethics in Biomedical Research,” offered by the Department of Genome Sciences at the University of Washington."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,332.14,579.24,395.02","0.500,4.613,8.045,5.486",,"Subject Matter: GENOME 580 participants include graduate students and postdoctoral fellows in the Department of Genome Sciences. The course covers major topics in responsible conduct of research with emphasis on the genomics context, including data integrity, data management and analysis, genomic d…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,400.38,579.23,425.32","0.500,5.561,8.045,5.907",,"Faculty participation: GENOME 580 is taught by Dr. Michael J. MacCoss, Professor in the Department of Genome Sciences at the University of Washington."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,430.68,578.87,455.62","0.500,5.982,8.040,6.328",,Duration of instruction: GENOME 580 is a five-week course that provides 7.5 hours of instruction through 1.5-hour weekly meetings.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,485.66,578.96,574.96","0.500,6.745,8.041,7.986",,"B. Interactions with mentor and advisory committee My RCR training will focus on responsible conduct in quantitative developmental biology, with emphasis on reproducible analysis, genomics data, and collaborative research. During regular meetings, my mentor, Dr. Cole Trapnell, and I will discuss be…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,580.32,579.29,643.20","0.500,8.060,8.046,8.933",,"My co-mentor, Dr. David Kimelman, will provide additional guidance on responsible conduct in the context of zebrafish developmental biology, including animal use, experimental design, rigor and reproducibility, and interpretation of genetic perturbation experiments. My advisory committee will provi…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,648.56,579.31,724.10","0.500,9.008,8.046,10.057",,"This plan describes my RCR training during the K99 phase. In the past, as a doctoral student in Biophysics at the University of California, Berkeley, I completed training in the responsible conduct of research through MCB293C: Responsible Conduct in Research. Upon transitioning to the R00 phase, I …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.43,579.04,152.14","0.500,0.506,8.042,2.113",,Plans and Statements of Mentor and Co-mentor Applicant’s Qualifications and Potential for a Research Career (Dr. Cole Trapnell and Dr. David Kimelman) We write jointly to express our highest enthusiasm for Dr. Nicholas Lammers’ qualifications and his exceptional potential as an independent scientis…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,158.50,579.15,246.68","0.500,2.201,8.044,3.426",,"Nick joined the Trapnell Lab in late 2022 after completing his Ph.D. in Biophysics with Dr. Hernan Garcia at the University of California, Berkeley. What initially drew us to Nick was the breadth of his graduate work: he moved fluidly between statistical inference (Lammers et al., PNAS 2020), theor…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,253.04,579.29,366.52","0.500,3.514,8.046,5.091",,"When we recruited Nick, we were struck by the intellectual ambition of someone willing to leave a successful program in statistical physics and live imaging to immerse himself in single-cell transcriptomics, a field where he had no prior training. That bet has paid off handsomely. Nick has develope…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,372.88,579.29,473.71","0.500,5.179,8.046,6.579",,"Beyond his core project, Nick has been an extraordinarily productive and generous colleague. On his own initiative, he has built collaborations with several other groups in Genome Sciences: he developed a cell-tracking pipeline for Phil Abitua’s killifish imaging data (earning co-authorship on the …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,480.07,579.24,555.60","0.500,6.668,8.045,7.717",,"Nick’s promise as an independent quantitative biologist has been recognized through his selection for both a Jane Coffin Childs Fellowship and a Damon Runyon Quantitative Biology Fellowship (he accepted the latter). In summary, Nick’s combination of rigorous quantitative training, creative experime…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,593.26,579.34,744.68","0.500,8.240,8.046,10.343",,"I am a Professor in the Department of Genome Sciences at the University of Washington. I aim to understand how the genetic program of development is written into our genomes, and how that program goes awry in disease. My strategy for answering this question has been to develop and broadly dissemina…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.36,578.70,61.30","0.500,0.505,8.037,0.851",,am well qualified to guide Nick during the K99 phase of the award and will actively support his transition to an independent faculty position.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,67.66,579.10,117.89","0.500,0.940,8.043,1.637",,"I have successfully trained 13 PhD students and 12 postdoctoral fellows, of which 6 are tenure-track faculty or have recently accepted tenure-track faculty positions (see table below). I also serve as director of the Genome Training Grant (T32), the NHGRI-funded predoctoral and postdoctoral trainin…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,384.84,579.25,548.92","0.500,5.345,8.045,7.624",,"I am a Professor Emeritus in the Department of Biochemistry at the UW, and have been investigating early vertebrate development for over 35 years, starting first in frogs (Xenopus) and then transitioning to zebrafish, with a very strong focus on the role of intercellular signaling in development. H…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,555.28,579.34,630.81","0.500,7.712,8.046,8.761",,"Cole and my areas of expertise are perfectly complementary; Cole is an amazing computational biologist with a strong interest in gene regulation, whereas I provide decades of experience working with embryos experimentally as well as the overall perspective of a developmental biologist. We will work…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,655.82,579.09,718.70","0.500,9.109,8.043,9.982",,"Drs. Trapnell and Kimelman have been collaborating for more than five years and have now co-mentored a number of trainees. For example, both Lauren Saunders and Michael Dorrity worked extensively with both of us as part of their postdoctoral research, and both now run their own independent labs pur…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.36,579.17,137.19","0.500,0.505,8.044,1.905",,"As Nick’s mentors, we will train and advise him as needed to gain the remaining skills required to complete his training and achieve his long-term career goal of securing a tenure-track faculty position. On the technical side, Nick will take advantage of the well-established expertise of the Trapne…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,143.55,579.26,282.33","0.500,1.994,8.045,3.921",,"Due to the highly interdisciplinary nature of Nick’s proposed project, his training will also be supported by a postdoctoral advisory committee made up of investigators with expertise in key areas that lie outside of our core competencies. Nick’s committee comprises Dr. Christine Queitsch, Dr. Juli…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,288.69,579.12,326.27","0.500,4.010,8.043,4.532",,"To ensure that Nick’s time in our lab continues to be productive and enables him to grow towards achieving his career goals, we have designed a mentored training program to develop his research and leadership capabilities, some of the activities of which are listed here:"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,332.63,578.82,357.57","0.500,4.620,8.039,4.966",,"As Dr. Kimelman works in the Trapnell lab, we have written the following sections jointly except where indicated."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"54.00,363.93,579.25,755.69","0.750,5.055,8.045,10.496",,"●​ To ensure proper and rigorous experimental design and analysis, Nick will meet regularly with Dr. Trapnell and his co-mentor, Dr. Kimelman, to review progress and plan future experiments. These interactions primarily focus on research, but also emphasize the development of essential career skill…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"54.00,36.36,579.25,491.36","0.750,0.505,8.045,6.824",,"training in the responsible conduct of research (RCR). Moreover, both Drs. Trapnell and Kimelman will be readily available to discuss and advise on ethical considerations. ●​ Nick will attend and participate in weekly 90-minute lab meetings in the Trapnell Lab. Each meeting features a single presen…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,497.72,579.07,522.66","0.500,6.913,8.043,7.259",,"To ensure Nick continues to rapidly advance in his training, Dr. Trapnell will provide annual written evaluations of his progress for the mentored phase of the award."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,547.67,579.19,635.85","0.500,7.606,8.044,8.831",,"The environment in which Nick will be working is outstanding, given the intellectual and technical resources at his disposal. Our labs have considerable resources under our direct control which Nick will have priority access to, including a next-generation DNA sequencing instrument, advanced comput…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,642.21,579.33,743.04","0.500,8.920,8.046,10.320",,"In addition to our own labs, the Department of Genome Sciences at the University of Washington provides an excellent scientific environment within which to conduct the proposed work. The department occupies approximately 122,250 square feet of research and administrative space in the Foege Building…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,73.66,579.25,161.84","0.500,1.023,8.045,2.248",,"Nick will have priority access to the considerable resources of the University of Washington Genome Sciences department and the Trapnell Lab in particular, which includes a next-generation DNA sequencing instrument controlled by our lab, advanced computing resources for parallel computing, and tiss…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,186.85,579.26,325.62","0.500,2.595,8.045,4.523",,"Nick’s training plan will provide an excellent opportunity to expand his expertise in single-cell genomics and developmental biology while also gaining new skills in scalable perturbation methods and open-source tool development. His graduate training gave him deep expertise in statistical physics,…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,350.63,579.27,502.06","0.500,4.870,8.045,6.973",,"Under our guidance, Nick is maintaining an Individual Development Plan and is working to fulfill goals including submission of this K99/R00 grant, completion of key manuscripts, and preparation for the faculty job market. As a critical component of Nick’s training and preparation for securing a fac…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,527.07,578.84,577.30","0.500,7.320,8.039,8.018",,"Nick is free to pursue any aspect of the proposed research plan during the independent stage of the award. Additionally, data collected as part of the proposed research plan can be published collaboratively, with Nick in the lead. We fully anticipate and support a path in which the primary threads …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/18 Mentor and Co-Mentor Statement.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,602.31,579.26,678.05","0.500,8.365,8.045,9.417",,"All software developed during the award, including the MorphSeq pipeline, associated deep learning models, and analysis code, will be released as open-source. Nick will have access to these tools as well as any improvements the Trapnell lab makes after his departure, and he will likewise make avail…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,56.31,579.20,131.84","0.500,0.782,8.045,1.831",,"The University of Washington (UW) and the Department of Genome Sciences provide an outstanding environment for research training and career development. The Department of Genome Sciences addresses cutting-edge questions in biology and medicine by developing and applying genetic, genomic, and comput…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,137.20,579.19,250.68","0.500,1.906,8.044,3.482",,"Research program. The Department of Genome Sciences has outstanding research programs in areas directly relevant to my proposed work, including single-cell genomics, live imaging, developmental genetics, computational biology, and machine learning. My primary mentor, Dr. Cole Trapnell, is a leader …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,256.04,579.11,356.87","0.500,3.556,8.043,4.957",,My training will also be supported by a postdoctoral advisory committee whose expertise maps directly onto the major components of my proposal. Dr. Christine Queitsch will provide guidance on mechanisms of phenotypic variation and will help shape the transition from the K99 studies to the R00 phase…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,362.23,579.18,412.47","0.500,5.031,8.044,5.729",,Resources and facilities. The Trapnell lab has ample computational and sequencing resources available to support the proposed research. Multiple suitable microscopes are available for use both within Genome Sciences and in imaging cores affiliated with the University of Washington Biology Departmen…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,417.83,579.19,543.95","0.500,5.803,8.044,7.555",,"Intellectual interactions. The Department of Genome Sciences provides extensive opportunities for intellectual interaction with faculty, postdoctoral scholars, graduate students, and visiting researchers. Weekly departmental seminars, computational biology seminars, journal clubs, research reports,…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,549.31,579.20,624.85","0.500,7.629,8.044,8.678",,"Career development. The Department of Genome Sciences provides structured support for postdoctoral career development and transition to independence. Postdoctoral scholars have no teaching or administrative requirements, and during the K99 phase at least 75% of my effort will be dedicated to the pr…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/19 Description of Institutional Environment.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,630.21,578.75,667.79","0.500,8.753,8.038,9.275",,"In sum, the UW Department of Genome Sciences provides an outstanding environment for postdoctoral training. Its world-class research facilities, structured training programs, and vibrant scientific community will provide critical support as I complete my K99 training and launch into an independent …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/21 Authentication of Key Biological and_or Chemical Resources.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,56.31,579.09,131.84","0.500,0.782,8.043,1.831",,"Zebrafish lines: Wild-type, mutant, transgenic, and CRISPR-perturbed zebrafish lines used in this proposal will be maintained according to standard husbandry practices and institutional protocols. Genotypes will be confirmed by PCR, high-resolution melt analysis, and/or sequencing as appropriate. F…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/21 Authentication of Key Biological and_or Chemical Resources.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,144.20,579.27,219.73","0.500,2.003,8.045,3.052",,"CRISPR reagents and genetic perturbations: sgRNAs, donor templates, genotyping primers, and related oligonucleotide reagents will be designed using standard criteria and ordered from commercial vendors. Reagent identities will be verified by vendor-provided sequence information, and perturbation ef…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/21 Authentication of Key Biological and_or Chemical Resources.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,232.09,579.21,307.63","0.500,3.224,8.045,4.273",,"Single-cell sequencing reagents: Reagents used for single-cell transcriptomic experiments, including library preparation kits, enzymes, and sequencing reagents, will be obtained from commercial vendors and used according to manufacturer protocols or established laboratory protocols. Library quality…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/23 Vertebrate animals.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,56.31,579.32,220.38","0.500,0.782,8.046,3.061",,"1. Description of Procedures Zebrafish (Danio rerio), including wild-type and genetically perturbed lines, will be used as a source of fish embryos for studies of vertebrate development. We plan to keep approximately 100 male and female zebrafish for spawning, as well as 200 additional younger fish…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/23 Vertebrate animals.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,225.74,581.84,440.41","0.500,3.135,8.081,6.117",,"The zebrafish has become widely accepted throughout the world as a useful system to analyze vertebrate development, for several reasons: 1) zebrafish are easy to maintain and reproduce readily under laboratory conditions; 2) zebrafish embryos have few cells relative to the other vertebrates, thus m…"
